STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Maryland,Baltimore,South,South Atlantic,"BWI, DCA","10, 44",Jun,Late Jun,Chesapeake Crab and Beer Festival,Food Festival,https://baltimore.mdcrabfest.com/,https://baltimore.mdcrabfest.com/,https://baltimore.mdcrabfest.com/faq/,Founded in 2014. 5th annual in 2018.,,Not Found,TASTEBUDS,"The Festival is an ALL-YOU-CARE-TO-TASTE extravaganza complete with over 30,000 crabs, lots of beer, arts & crafts, live music, family fun and so much more!",YES,FEE,$29 - $70 event general (range of prices to attend individual activities within the event). $95 - $100 (VIP 2018).,http://www.mdcrabfest.com/baltimore/show-info,,GOOD,"The Food Market, Cross Street Market, Union Craft Brewing, Baltimore Whiskey Company","http://www.thefoodmarketbaltimore.com/, http://www.crossstmarket.com/, https://www.unioncraftbrewing.com/, http://www.thebaltimorewhiskeycompany.com/","Fort McHenry National Monument and Historic Shrine, Frederick Douglass-Isaac Myers Maritime Park Museum, B&O Railroad Museum, Edgar Allan Poe House & Museum, Reginald F. Lewis Museum, Baltimore Museum of Industry (learn about local workers in the past)","https://www.nps.gov/fomc/index.htm, https://livingclassrooms.org/ourp_fdimmp.php, http://www.borail.org/, http://www.poeinbaltimore.org/poe-house/, http://www.lewismuseum.org/, http://www.thebmi.org/",Gwynns Falls Trail,http://www.gwynnsfallstrail.org/,"National Aquarium, Fells Point, Port Discovery Children's Museum, Maryland Science Center, Babe Ruth Birthplace and Museum","http://www.aqua.org/, https://baltimore.org/neighborhoods-maps-transportation/fells-point, https://www.portdiscovery.org/, https://www.mdsci.org/, https://baberuthmuseum.org/",https://baltimore.org/info/about-visit-baltimore,The first city to implement a 311 service as a non-emergency hotline. Was home to the first black-owned shipyard in the United States.,http://www.mdcrabfest.com/baltimore/show-info,TAS,11,FALL,"9/29/2015, 2/11/2016, 9/19/2016, 10/19/2016, 10/31/2016",10/19/2016,YES,10/31 followed up w Jess about getting events listed; 10/19 Jess replied and confirmed that I wanted her to set up events on our site - resent her partner portal handout; Spoke to Jess 9/19 who has taken over from Emily; Emily said could potentially cross promote and offer 10% discount to our travelers; in the past Trigger worked with VA getaways app,"Jess Maczka (Box Office/Event Manager), Trigger Agency - Event/Promotions (Emily Connell no longer with company)",jess@triggeragency.com,"410-878-9900 x 108, 800-830-3976, emily@triggeragency.com, info@triggeragency.com, jess@triggeragency.com",YES,"5/5/2016, 6/20/2016, 8/15/2016",All Ages,$79-$89 crab & beer ticket; $59 crab only,BWI,DCA,,,,http://www.mdcrabfest.com/baltimore
Maryland,Baltimore,South,South Atlantic,"BWI, DCA","10, 44",Jan,Mid Jan,"Chesapeake Oyster, Wine & Beer Festival",,https://baltimore.beerandoyster.com/,https://baltimore.beerandoyster.com/,https://baltimore.beerandoyster.com/faq/,Founded in 2008. 12th annual in 2019.,,https://www.facebook.com/pg/Drink.Eat.Relax/,"TASTEBUDS, A&E","Enjoy the world’s best SHUCKERS - shucking just for you, smell the FIRE under the grilled oysters, taste the BRINY flavor of the steamed seafood, watch the action while the symphony of tastes plays on right before your eyes. Heavy Seas will have a full array of beers along with over 30+ other breweries, wineries and distilleries. Plus lots of games and great music on the main stage.",NO,FEE,$80-$110 event general.,http://beerandoyster.com/show-info/baltimore,https://www.drinkeatrelax.com/shop-category/2117,GOOD,,,,,,,,,,,http://beerandoyster.com/show-info/baltimore,TAS,8,SUMMER,,,,,,,,,,,,,,,,,http://beerandoyster.com/show-info/baltimore
Maryland,Baltimore,South,South Atlantic,"BWI, DCA","10, 44",Oct,Early Oct,Das Best Oktoberfest,Food/Beer/Wine Festival,http://www.dasbestoktoberfest.com/,http://www.dasbestoktoberfest.com/,https://www.dasbestoktoberfest.com/faq/,Founded in 2009.,,https://www.facebook.com/DasBestOktoberFest/,TASTEBUDS,"Taste International, Domestic, & Local beers, wines and schnapps. All The Show Features Are Under Cover- so Rain or Shine- you are totally wunderbar! As you enter the show, you’ll receive a souvenir tasting glass for ALL YOU CARE TO TASTE sampling",NO,FEE,"$39 event general (general admission 2018), $59 event premium (VIP admission 2018)",https://www.drinkeatrelax.com/shop-category/2064,,GOOD,"The Food Market, Cross Street Market, Union Craft Brewing, Baltimore Whiskey Company","http://www.thefoodmarketbaltimore.com/, http://www.crossstmarket.com/, https://www.unioncraftbrewing.com/, http://www.thebaltimorewhiskeycompany.com/","Fort McHenry National Monument and Historic Shrine, Frederick Douglass-Isaac Myers Maritime Park Museum, B&O Railroad Museum, Edgar Allan Poe House & Museum, Reginald F. Lewis Museum, Baltimore Museum of Industry (learn about local workers in the past)","https://www.nps.gov/fomc/index.htm, https://livingclassrooms.org/ourp_fdimmp.php, http://www.borail.org/, http://www.poeinbaltimore.org/poe-house/, http://www.lewismuseum.org/, http://www.thebmi.org/",Gwynns Falls Trail,http://www.gwynnsfallstrail.org/,"National Aquarium, Fells Point, Port Discovery Children's Museum, Maryland Science Center, Babe Ruth Birthplace and Museum","http://www.aqua.org/, https://baltimore.org/neighborhoods-maps-transportation/fells-point, https://www.portdiscovery.org/, https://www.mdsci.org/, https://baberuthmuseum.org/",https://baltimore.org/info/about-visit-baltimore,The first city to implement a 311 service as a non-emergency hotline. Was home to the first black-owned shipyard in the United States.,http://www.dasbestoktoberfest.com/baltimore/show-info,TAS,2,WINTER,,,,,Trigger Agency,,,,,,,,,,,,http://www.dasbestoktoberfest.com/
Maryland,Baltimore,South,South Atlantic,"BWI, DCA","10, 44",Aug,Mid Aug,The African American Festival,"Community Festival, Heritage Based",https://aframbaltimore.com/,https://aframbaltimore.com/,https://aframbaltimore.com/faq,Founded in XXXX.,,Not Found,"LEARN, A&E","Family-oriented celebration of African American life, music and culture.",YES,FREE,$0 event general.,,,FAIR,"The Food Market, Cross Street Market, Union Craft Brewing, Baltimore Whiskey Company","http://www.thefoodmarketbaltimore.com/, http://www.crossstmarket.com/, https://www.unioncraftbrewing.com/, http://www.thebaltimorewhiskeycompany.com/","Fort McHenry National Monument and Historic Shrine, Frederick Douglass-Isaac Myers Maritime Park Museum, B&O Railroad Museum, Edgar Allan Poe House & Museum, Reginald F. Lewis Museum, Baltimore Museum of Industry (learn about local workers in the past)","https://www.nps.gov/fomc/index.htm, https://livingclassrooms.org/ourp_fdimmp.php, http://www.borail.org/, http://www.poeinbaltimore.org/poe-house/, http://www.lewismuseum.org/, http://www.thebmi.org/",Gwynns Falls Trail,http://www.gwynnsfallstrail.org/,"National Aquarium, Fells Point, Port Discovery Children's Museum, Maryland Science Center, Babe Ruth Birthplace and Museum","http://www.aqua.org/, https://baltimore.org/neighborhoods-maps-transportation/fells-point, https://www.portdiscovery.org/, https://www.mdsci.org/, https://baberuthmuseum.org/",https://baltimore.org/info/about-visit-baltimore,The first city to implement a 311 service as a non-emergency hotline. Was home to the first black-owned shipyard in the United States.,http://www.africanamericanfestival.net/,LEA,1,WINTER,4/25/2016,,,4/25 email rejected bc over quota,greiBO media,,"sponsors@africanamericanfestival.net, info@africanamericanfestival.net, 410.244.8861",,,,,,,,,,https://aframbaltimore.com/
Maryland,Bel Air,South,South Atlantic,"BWI, ILG","38,44",Mar,Early Mar,"Chocolate, Brew & Wine Tour",,http://belairmaryland.org/chocolate-brew-wine-tour/,http://belairmaryland.org/chocolate-brew-wine-tour/,,Founded in XXXX.,,Not Found,TASTEBUDS,"This is a “pub crawl” event for beer and chocolate enthusiasts. A ticket to this event includes a drink at each pub, discounted food menu, chance to win a raffle and more.",NO,FEE,$50 event general. (Adult ticket).,https://downtownbelair.com/chocolate-brew-wine-tour/,,FAIR,info@downtownbelair.com,belairmaryland.org/chocolate-brew-wine-tour/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://belairmaryland.org/chocolate-brew-wine-tour/
Maryland,Bel Air,South,South Atlantic,"BWI, PHL","38, 68",Oct,Mid Oct,Town of Bel Air Film Festival,Film Festival,http://www.townofbelairfilmfestival.com/index.html,http://www.townofbelairfilmfestival.com/index.html,https://www.facebook.com/Town-Of-Bel-Air-Film-Festival-282202428471661/timeline/,Founded in 2009. 10th annual in 2018.,,https://www.facebook.com/Town-Of-Bel-Air-Film-Festival-282202428471661/timeline/,A&E,"Event presenting fascinating, high caliber films that might not have been seen in the area.",YES,FEE,$5 per film. $10 All Access. Tickets include a soda and popcorn.,http://www.townofbelairfilmfestival.com/tickets.html,,FAIR,Harford Vineyard & Winery,https://harfordvineyard.com/,"Historic Jerusalem Mill Village (living history museum), Hays House Museum, Tudor Hall, MA & PA Heritage Trail","https://jerusalemmill.org/, https://www.visitmaryland.org/listing/attractions/hays-house-museum, http://spiritsoftudorhall.blogspot.com/, http://www.mapatrail.org/",,,Annie's Playground (dedicated to girl who died tragically),https://anniesplayground.net/,https://visitharford.com/board-of-directors,"In the mid-20th century, the Maryland and Pennsylvania Railroad, otherwise known as the “Ma and Pa” Railroad, ran through Bel Air.",http://www.townofbelairfilmfestival.com/index.html,A&E,10,FALL,,,,,"Sandy Saunders (Sponsorship), Trish Heidenreich (Executive Producer)",SSaunders@belairmd.org,"410-838-0584, SSaunders@belairmd.org",,,,,,,,,,http://www.townofbelairfilmfestival.com/index.html
Maryland,Beltsville,South,South Atlantic,"BWI, DCA","20, 22",Aug,Late Aug,Lighthouse Ministries International Summer Festival & Community Fair,,https://www.lhmiinc.org/summer-festival-fair,https://www.lhmiinc.org/summer-festival-fair,,Founded in 2019. 1st annual in 2019.,"https://www.google.com/search?q=Lighthouse+Ministries+International+Summer+Festival+%26+Community+Fair+Maryland&rlz=1C1CHFX_enZA772ZA773&oq=Lighthouse+Ministries+International+Summer+Festival+%26+Community+Fair+Maryland&aqs=chrome..69i57.139j0j7&sourceid=chrome&ie=UTF-8#lrd=0x89b7c5d57c53349d:0xdaa80198bbf61c04,1,,,",Not Found,"LEARN, A&E","Featuring Cultural Displays, Caribbean, African, Hispanic and American Cuisines",YES,FREE,$0 event general.,,,FAIR,,,,,,,,,,,https://www.lhmiinc.org/summer-festival-fair,LEA,11,FALL,,,,,,,,,,,,,,,,,https://www.lhmiinc.org/summer-festival-fair
Maryland,Columbia,South,South Atlantic,"BWI, DCA","15, 40",Jun,Early Jun,Capital Jazz Fest,Music Festival,http://www.capitaljazz.com/fest/,http://www.capitaljazz.com/fest/,https://www.capitaljazz.com/fest/2020/talent.php,Founded in 1993. 27th annual in 2019.,,https://www.facebook.com/capjazzfestcruise,A&E,The Capital Jazz Fest is an annual music festival in Maryland.,YES,FEE,$69.50 - $125 event general (kids under 2 free). $89.50 - $495 event premium (reserved seating + VIP Package 2018).,http://www.capitaljazz.com/fest/2018/tickets.php,https://www.ticketfly.com/search/?q=capital+jazz+fest,GOOD,"Food Plenty (comfort food), Frisco Taphouse & Brewery","https://foodplenty.com/, http://www.friscotaphouse.com/","National Cryptologic Museum, Howard County Living Farm Heritage Museum, Howard County Center of African American Culture","https://www.nsa.gov/about/cryptologic-heritage/museum/, http://www.farmheritage.org/, http://www.hccaac.org/","Robinson Nature Center, Centennial Park, Middle Patuxent Environmental Area","https://www.howardcountymd.gov/Robinson, https://www.howardcountymd.gov/centennialpark, https://www.howardcountymd.gov/MPEA","Historic Savage Mill, Autobahn Indoor Speedway, Columbia Mall","http://www.savagemill.com/, https://autobahnspeed.com/, https://www.themallincolumbia.com/en.html",https://www.visithowardcounty.com/about/tourism-council/meet-the-team/,,http://www.capitaljazz.com/fest/,A&E,6,SPRING,9/18/2016,,,Outreach via contact form on website,,,(301) 780-9300,,,All Ages,$56.50-$69.50 per day gen admission; $92.50-$185 per day VIP,BWI,DCA,,,,http://www.capitaljazz.com/fest/
Maryland,Crownsville,South,South Atlantic,"BWI, DCA","17, 38",Sept,Mid Sept,Anne Arundel County Fair,Community,http://www.aacountyfair.org/,http://www.aacountyfair.org/,https://aacountyfair.org/history-of-the-fair/,Founded in 1953. 66th annual in 2018.,"https://www.google.com/search?q=Anne+Arundel+County+Fair&ie=utf-8&oe=utf-8&client=firefox-b-ab#lrd=0x89b7f08b9e9ae093:0x4aa24e5da410300b,1,,,",https://www.facebook.com/aacofair/,LEARN,"Showcase of agriculture, home arts, and county history.",YES,FEE,$7 for ages 9+,Admission at gate,http://www.aacountyfair.org/fair-week,GOOD,Lures Bar and Grille,http://luresbarandgrille.com/,Rising Sun Inn (DAR chapter site),http://www.risingsuninn.org/,Generals Highway Corridor Park,https://www.aacounty.org/locations-and-directions/generals-highway-corridor-park,,,http://www.visitannapolis.org/pages/contact-us,,http://www.aacountyfair.org/,LEA,7,SUMMER,,,,,,info@aacountyfair.org,"410-923-3400, https://www.aacountyfair.org/contact-us (contact form), info@aacountyfair.org",,,,,,,,,,http://www.aacountyfair.org/
Maryland,Crownsville,South,South Atlantic,"BWI, DCA","17, 38",Aug,Late Aug,Kegs & Corks,Beer/Wine Festival,http://www.kegsandcorksfest.com/,https://kegsandcorksfest.com/event-information/,http://www.kegsandcorksfest.com/,Founded in 2012. 7th annual in 2018.,,https://www.facebook.com/kegsandcorks/,TASTEBUDS,"feature unlimited samples of Craft Beer and Maryland Wine, Delicious Food, Awesome Live Bands, and a variety of Arts and Crafts Vendors. At Kegs and Corks, there's something for everyone, so gather your friends and come have fun!",YES,FEE,$20 - $40 event general (kids under 12 free 2018). $100 event premium (VIP 2018).,https://www.kegsandcorksfest.com/,https://www.mt.cm/kegs-corks-2018,GOOD,Lures Bar and Grille,http://luresbarandgrille.com/,Rising Sun Inn (DAR chapter site),http://www.risingsuninn.org/,Generals Highway Corridor Park,https://www.aacounty.org/locations-and-directions/generals-highway-corridor-park,,,http://www.visitannapolis.org/pages/contact-us,,http://www.kegsandcorksfest.com/,TAS,5,SPRING,"9/29/2015, 10/14/15, 1/7/2016, 3/17/2016, 5/17/2016, 9/19/2016, 10/31/2016, 1/3/2017, 12/15/2017",,,"Was pending but now stale contact in 12/2017, 10/31/16 Sharon responded and said will reach out in one month, sent her partner handout","Ashlee Kastendike, Sharon Finecey",sharon@kegsandcorksfest.com,"410.739.6943, ashlee@kegsandcorksfest.com, sharon@kegsandcorksfest.com, 410.507.2186 (Ashlee), 410.507.2102 (Sharon)",,,All Ages,"$35 Adult, $100 VIP",BWI,DCA,,,,http://www.kegsandcorksfest.com/
Maryland,Crownsville,South,South Atlantic,"BWI, DCA","17, 38",Apr,Early Apr,Maryland Chicken Wing Festival,,http://abceventsinc.com/maryland-chicken-wing-festival/,http://abceventsinc.com/maryland-chicken-wing-festival/,,Founded in 2014. 6th annual in 2019.,,https://www.facebook.com/MDChickenWingFest/,"TASTEBUDS, A&E","Come taste the best and most inventive chicken wing recipes from our area’s best chefs, all while enjoying a local and regional craft beer selection and live bands.",YES,FEE,$12 event general (general admission + kids under 12 free). $29 event premium (season pass).,http://abceventsinc.com/maryland-chicken-wing-festival/#tickets,https://www.eventbrite.com/e/2019-maryland-chicken-wing-festival-tickets-52686223914?aff=erelexpmlt#tickets,GOOD,,,,,,,,,,,http://abceventsinc.com/maryland-chicken-wing-festival/,TAS,7,SUMMER,,,,,,,,,,,,,,,,,http://abceventsinc.com/maryland-chicken-wing-festival/
Maryland,Crownsville,South,South Atlantic,"BWI, DCA","17, 38",May,Early May,Maryland Fiesta Latina,,http://abceventsinc.com/md-fiesta-latina/,http://abceventsinc.com/md-fiesta-latina/,,Founded in XXXX.,,Not Found,"LEARN, A&E","Join us for the ingural Maryland Fiesta Latina - celebrating Latin culture and heritage. The festival will showcase authentic food, music, arts, exhibits, and more. This is a family friendly event and we invite the community to participate.",YES,FEE,$15 event general (general admission + early bird discounts + kids under 12 free).,http://abceventsinc.com/md-fiesta-latina/#,,FAIR,,,,,,,,,,,http://abceventsinc.com/md-fiesta-latina/,LEA,9,SUMMER,,,,,,,,,,,,,,,,,http://abceventsinc.com/md-fiesta-latina/
Maryland,Elkton,South,South Atlantic,"ILG, PHL, BWI","16, 41, 63",May,Mid May,Fair Hill Scottish Games,,http://fairhillscottishgames.org/,http://fairhillscottishgames.org/,http://fairhillscottishgames.org/about/,Founded in 1963.,,Not Found,"LEARN, ACTIVE, A&E","Join us for a day of athletics, music, dancing, food, and arts celebrating Scottish and Celtic culture.",YES,FEE,$16 event genral (general admission + discounted kids prices).,http://fairhillscottishgames.org/,https://fairhillscottishgames.simpletix.com/Event-List/,FAIR,,fairhillscottishgames.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://fairhillscottishgames.org/
Maryland,Frederick,South,South Atlantic,"IAD, BWI","42, 51",Apr,Late Apr,Bikes and Beers Frederick,,https://bikesandbeers.com/portfolio/frederick/,https://bikesandbeers.com/events/,https://bikesandbeers.com/about-us/,Founded in 2017. 3rd annual in 2019.,,https://www.facebook.com/BicycleBeer,"ACTIVE, A&E","Featuring a 15, 30, and 45-mile rides departing from FLYING DOG BREWERY and traveling through the beautiful region of Frederick, MD. All rides will feature rest stops with refreshments and post-ride festival!",NO,YES,$25 event general (spectator). $40-$60 registration to enter different length rides.,https://www.active.com/frederick-md/cycling/races/bikes-and-beers-frederick-flying-dog-brewery-2019,,GOOD,,,,,,,,,,,https://bikesandbeers.com/portfolio/frederick/,ACT,7,SUMMER,,,,,,hello@bikesandbeers.com,hello@bikesandbeers.com,,,,,,,,,,https://bikesandbeers.com/portfolio/frederick/
Maryland,Frederick,South,South Atlantic,"IAD, BWI","42, 51",Sep,Late Sep,Gran Fondo Maryland,,https://www.granfondonationalseries.com/gran-fondo-maryland/,https://www.granfondonationalseries.com/gran-fondo-maryland/,https://www.granfondonationalseries.com/gfns-routes,Founded in 2012. 7th annual in 2018.,,https://www.facebook.com/gfncs/,ACTIVE,,YES,FREE/FEE,$0 event general (spectators). $55 - $150 event premium (registration for individual races 2019).,https://www.bikereg.com/gfns-championship,,GOOD,,,,,,,,,,,https://www.granfondonationalseries.com/gran-fondo-maryland/,ACT,7,SUMMER,,,,,,,info@granfondochampionship.com,,,,,,,,,,https://www.granfondonationalseries.com/gran-fondo-maryland/
Maryland,Frederick,South,South Atlantic,"IAD, BWI","42, 51",May,Early May,The Frederick Running Festival,Sporting Event,http://www.frederickrunfest.com/,http://www.frederickrunfest.com/,https://www.frederickrunfest.com/race-information-2/half-marathon/,Founded in 2003. 16th annual in 2019.,,https://www.facebook.com/Frederick.Running.Festival,ACTIVE,"features four races, which all finish at the Frederick Fairgrounds. Runners can experience a big time race with small town charm with the added value of off-site packet pick-up in the suburbs of Maryland. Choose between a half-marathon and two-person team relay on Sunday or the 5K and Kids Fun Run on Saturday.",YES,FEE,$15 - $160 event general (registration fees for different races 2019).,http://www.frederickrunfest.com/race-information-2/,,FAIR,"Firestone's Restaurant & Market, Flying Dog Brewery (MD's largest craft brewery)","https://firestonesrestaurant.com/, http://flyingdogbrewery.com/","Monocacy National Battlefield, National Museum of Civil War Medicine","https://www.nps.gov/mono/index.htm, http://www.civilwarmed.org/",Gambrill State Park,http://dnr.maryland.gov/publiclands/Pages/western/gambrill.aspx,"Walkersville Southern Railroad, Catoctin Wildlife Preserve & Zoo","http://wsrr.org/ws/, http://cwpzoo.com/",https://www.visitfrederick.org/partners/about-us/staff-and-board/,,http://www.frederickrunfest.com/,ACT,6,SPRING,"11/18/2015, 1/7/2016, 1/8/2016, 2/10/2016, 1/16/2018",2/23/2018,YES,2/23/18 spoke to Ryan and he was supposed to send me info to set up his events; 2/17/16 last response from Ryan; Ryan said his running festivals and ESPN lacrosse event would be best; sent over his event catalog,Corrigan Sports Enterprises/Ryan Corrigan (Sales Director/sponsorship),ryan.corrigan@corrigansports.com,"410.528.3778 (Ryan), (410) 605.9381, ryan.corrigan@corrigansports.com, customerservice@corrigansports.com",YES,"5/5/2016, 6/20/2016, 8/15/2016",,,,,,,,http://www.frederickrunfest.com/
Maryland,Gaithersburg,South,South Atlantic,"DCA, IAD","30, 36",May,Mid May,Gaithersburg Book Festival,"Arts, Cultural Festival",http://gaithersburgbookfestival.org/,https://gaithersburgbookfestival.org/about/about-our-festival/,http://gaithersburgbookfestival.org/,Founded in 2010.,,https://www.facebook.com/GburgBookFest/,"LEARN, A&E","The Gaithersburg Book Festival is an annual celebration of great books and great writing that will feature more than 100 award-winning and best-selling authors in fiction, non-fiction, mystery, poetry, children’s and young adult literature. Other activities include interactive writing workshops, a Children’s Village, book sales, author signings and more. Admission and shuttles from Shady Grove Metro and Lakeforest Mall are FREE.",YES,FREE,$0 event general (2018).,http://gaithersburgbookfestival.org/about/contact/,,FAIR,,,,,,,,,,,http://gaithersburgbookfestival.org/about/contact/,LEA,6,SPRING,1/2/2018,,YES,"1/2/18 Gail said she will try to set up this week and offered to put me in touch with other event producers; Jud confirmed and included PR contact Gail, sent partner handout to Jud","Jud Ashman (Founder & Chair - strategic inquiries), Carolyn Crosby, Jenni Opel (Sponsorship)",jashman@gaithersburgmd.gov,"240.805.1508 (Carolyn), jashman@gaithersburgmd.gov, jenni.opel@gaithersburgmd.gov, carolyn.crosby@gaithersburgmd.gov",YES,,,,,,,,,http://gaithersburgbookfestival.org/
Maryland,Hagerstown,South,South Atlantic,"HGR, IAD","5, 65",Apr,Mid Apr,Interstate BBQ Festival,Food/Beer/Wine Festival,http://www.interstatebbqfestival.com/,http://www.interstatebbqfestival.com/,https://www.interstatebbqfestival.com/faq,Founded in 2016. 3rd annual in 2018.,,https://www.facebook.com/InterstateBBQFestival/,TASTEBUDS,"Over 80 competition BBQ teams, World Class BBQ Tasting Kits, Dozens of Vendors, Huge Kids Zone, Beer & Wine, Classic Car Show, and Live Music, all in support of local charities!",YES,FEE,$10 - $20 event general (kids under 12 are free in 2018).,https://www.interstatebbqfestival.com/shop,https://www.eventbrite.com/e/interstate-bbq-festival-tickets-42231326033#,GOOD,,,,,,,,,,,http://www.interstatebbqfestival.com/,TAS,6,SPRING,"2/4/2016, 4/29/2016, 6/28/2016, 9/26/2016",1/16/2018,YES,9/26/16 Rob responded and said they have 5 annual events,Rob Immer (Founder & President) - Mountain Maryland Events LLC,info@mountainmarylandevents.com,"info@MountainMarylandEvents.com, 301.991.2373",YES,,,,,,,,,http://www.interstatebbqfestival.com/
Maryland,Havre de Grace,South,South Atlantic,"ILG, BWI","32, 47",Aug,Late Aug,"Arts, Wine & Jazz Fest",,https://www.arts-wine-jazzfest.org/,https://www.arts-wine-jazzfest.org/,https://www.arts-wine-jazzfest.org/about,Founded in XXXX.,,https://www.facebook.com/events/1815052022136435/,TASTEBUDS,"Join us at the Susquehanna Lock House Museum for the 2nd Annual Arts, Wine & Jazz Fest off of the beautiful Susquehanna River. This is a 21+ and rain or shine event. This event showcases a number of artisans, wineries, breweries, distilleries and live jazz music performances by Chandra & The Ryzeband & Phaze Ii Jazz. Participants can purchase wine, beer, and spirits (by the glass or bottle) directly from alcohol producers, as well as a delicious festival food from an array of food vendors.",NO,FEE,"$40 event general (unlimited wine, beer and spirits + $15 designated driver 2018).",https://www.arts-wine-jazzfest.org/,https://www.eventbrite.com/e/2018-arts-wine-jazz-fest-fundraiser-tickets-46917040130?aff=ebdssbdestsearch#,GOOD,,,,,,,,,,,https://www.arts-wine-jazzfest.org/,TAS,8,SUMMER,,,,,,,arts.wine.jazzfest@gmail.com,,,,,,,,,,https://www.arts-wine-jazzfest.org/
Maryland,Laurel,South,South Atlantic,"BWI, DCA","15, 26",Aug,Mid Aug,Bikes and Beers Laurel,,https://bikesandbeers.com/events/,https://bikesandbeers.com/events/,https://bikesandbeers.com/about-us/,Founded in 2019. 1st annual in 2019.,,https://www.facebook.com/BicycleBeer,"ACTIVE, A&E","Featuring 15 and 30-mile rides departing from JAILBREAK BREWING and traveling through the beautiful region of Laurel, MD. All rides will feature rest stops with refreshments and post-ride festival!",NO,YES,$25 event general (spectator). $40-$50 registration to enter different length rides.,https://www.active.com/laurel-md/cycling/races/bikes-and-beers-laurel-md-jailbreak-brewery-2019,,GOOD,,,,,,,,,,,https://bikesandbeers.com/events/,ACT,4,SPRING,,,,,,hello@bikesandbeers.com,hello@bikesandbeers.com,,,,,,,,,,https://bikesandbeers.com/events/
Maryland,Lutherville,South,South Atlantic,"BWI, DCA","25, 57",Mar,Late Mar,"Beer, Bourbon & BBQ Festival",,https://www.beerandbourbon.com/,https://timonium.beerandbourbon.com/,https://timonium.beerandbourbon.com/faq/,Founded in 2007. 13th annual in 2019.,,https://www.facebook.com/BeerBourbonBBQ/,TASTEBUDS,"Get ready to enjoy all those pleasures that true Southerners live by - Beer, Bourbon, Barbeque, Boots, Bacon, Biscuits,Bluegrass and Smoked Beasts! It's two great days of beer sippin', bourbon tastin', music listenin', cigar smokin', and barbeque eatin'.",NO,FEE,$30-$40 event general (general admission). $40-$125 event premium (VIP admission).,http://www.beerandbourbon.com/timonium-md/show,https://www.drinkeatrelax.com/shop-category/2132,GOOD,,,,,,,,,,,http://www.beerandbourbon.com/timonium-md/show,TAS,-,#N/A,,,,,,,,,,,,,,,,,http://www.beerandbourbon.com/timonium-md/show
Maryland,Mt. Airy,South,South Atlantic,"BWI, DCA","37, 47",Jun,Mid Jun,Mid-Maryland Celtic Festival,,https://midmarylandcelticfestival.com/,https://midmarylandcelticfestival.com/,https://www.facebook.com/frederickcelticfestival/,Founded in XXXX. 18th annual in 2018.,,https://www.facebook.com/frederickcelticfestival/,"ACTIVE, A&E, LEARN","The festival features kilted professional and amateur Highland Games athletes competing for victory tossing trees and throwing heavy weights. Other activities include Celtic music, competitions, bagpipe playing, crafts, vendors, Scottish and Irish dancing, and free genealogyservices.",YES,FEE,$20 event general (general admission 2018).,https://midmarylandcelticfestival.com/tickets/,,GOOD,,,,,,,,,,,https://midmarylandcelticfestival.com/,ACT,-,#N/A,,,,,,,sasmm.webmaster@gmail.com,,,,,,,,,,https://midmarylandcelticfestival.com/
Maryland,National Harbor,South,South Atlantic,"DCA, IAD","9, 34",May,Early May,National Wine and Food Festival,,http://wineandfoodnh.com/,http://wineandfoodnh.com/,https://nationalharbor.uncorkthefun.com/faq/,Founded in 2010. 10th annual in 2019.,,https://www.facebook.com/pg/Drink.Eat.Relax/,"TASTEBUDS, A&E","A World-Class, Waterfront, Culinary Event. Join in the excitement of the 10th Annual National Wine and Food Festival at National Harbor; bringing together world-renowned chefs, artisanal craftsmen, and culinary pioneers with thousands of Metro DC’s foodies.",YES,FEE,$40 event general (general admission + kids under 12 free but not much for them to do). $70-$130 event premium (VIP).,http://wineandfoodnh.com/,https://www.drinkeatrelax.com/shop-category/2146,GOOD,,,,,,,,,,,http://wineandfoodnh.com/,TAS,9,SUMMER,,,,,,,,,,,,,,,,,http://wineandfoodnh.com/
